code,event,participants
DEN,Athletics Men's Shot Put,7

DEN,"Shooting Men's Air Rifle, 10 metres",3

DEN,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",13

DEN,"Shooting Mixed Rapid-Fire Pistol, 25 metres",2

DEN,Cycling Women's BMX,2

DEN,Archery Women's Individual,7

DEN,Archery Women's Team,3

DEN,"Athletics Women's 5,000 metres",1

DEN,Diving Men's Springboard,1

DEN,Diving Men's Platform,8

DEN,Sailing Men's Windsurfer,5

DEN,"Wrestling Men's Middleweight, Freestyle",2

DEN,Diving Women's Springboard,2

DEN,Sailing Mixed 6 metres,15

DEN,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",8

DEN,Boxing Men's Featherweight,6

DEN,"Cycling Men's Individual Pursuit, 4,000 metres",8

DEN,Diving Women's Plain High,3

DEN,Figure Skating Men's Singles,6

DEN,"Shooting Mixed Free Pistol, 50 metres",3

DEN,Taekwondo Men's Welterweight,1

DEN,"Athletics Men's 5,000 metres",11

DEN,Swimming Women's 100 metres Breaststroke,8

DEN,Athletics Women's Long Jump,4

DEN,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",4

DEN,Cycling Women's Omnium,1

DEN,"Canoeing Men's Kayak Singles, 10,000 metres",4

DEN,"Canoeing Men's Canadian Doubles, 10,000 metres",2

DEN,Athletics Women's High Jump,4

DEN,Rowing Women's Single Sculls,6

DEN,Badminton Mixed Doubles,24

DEN,"Wrestling Men's Featherweight, Greco-Roman",14

DEN,"Wrestling Men's Lightweight, Freestyle",4

DEN,Rowing Men's Quadruple Sculls,4

DEN,"Fencing Women's epee, Individual",1

DEN,Freestyle Skiing Women's Ski Cross,1

DEN,"Equestrianism Mixed Three-Day Event, Individual",4

DEN,Weightlifting Men's Featherweight,2

DEN,"Equestrianism Men's Dressage, Individual",4

DEN,"Shooting Men's Air Pistol, 10 metres",1

DEN,Rhythmic Gymnastics Women's Individual,1

DEN,"Canoeing Men's Canadian Doubles, 500 metres",4

DEN,"Canoeing Men's Canadian Singles, 500 metres",2

DEN,Triathlon Women's Olympic Distance,3

DEN,Curling Men's Curling,14

DEN,"Art Competitions Mixed Painting, Unknown Event",18

DEN,Swimming Women's 800 metres Freestyle,6

DEN,Swimming Women's 4 x 200 metres Freestyle Relay,8

DEN,"Shooting Men's Military Rifle, Any Position, 600 metres",2

DEN,"Canoeing Women's Kayak Doubles, 500 metres",10

DEN,"Canoeing Women's Kayak Fours, 500 metres",8

DEN,Cycling Men's Points Race,7

DEN,Art Competitions Mixed Sculpturing,4

DEN,Alpine Skiing Men's Slalom,2

DEN,"Shooting Men's Military Rifle, Three Positions, 300 metres",3

DEN,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",2

DEN,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",1

DEN,"Shooting Men's Military Rifle, Prone, 600 metres",5

DEN,"Art Competitions Mixed Sculpturing, Statues",5

DEN,Shooting Men's Skeet,6

DEN,"Speed Skating Women's 3,000 metres",1

DEN,"Speed Skating Women's 5,000 metres",1

DEN,Athletics Men's 10 kilometres Walk,6

DEN,Sailing Women's Two Person Dinghy,12

DEN,Athletics Women's Discus Throw,1

DEN,"Canoeing Women's Kayak Singles, 500 metres",12

DEN,Cycling Men's 50 kilometres,2

DEN,Shooting Mixed Trap,2

DEN,Canoeing Men's Kayak Relay 4 x 500 metres,4

DEN,"Canoeing Women's Kayak Singles, 200 metres",2

DEN,Triathlon Men's Olympic Distance,4

DEN,Sailing Women's Skiff,2

DEN,"Shooting Women's Air Pistol, 10 metres",6

DEN,"Shooting Women's Sporting Pistol, 25 metres",3

DEN,Cycling Men's Omnium,2

DEN,Sailing Men's One Person Dinghy,7

DEN,Athletics Women's Pentathlon,2

DEN,"Wrestling Men's Heavyweight, Greco-Roman",11

DEN,"Wrestling Men's Light-Heavyweight, Freestyle",1

DEN,Weightlifting Men's Lightweight,4

DEN,Badminton Women's Doubles,26

DEN,Weightlifting Men's Heavyweight,3

DEN,Swimming Women's 100 metres Backstroke,13

DEN,Modern Pentathlon Men's Team,3

DEN,"Art Competitions Mixed Literature, Lyric Works",2

DEN,Boxing Men's Heavyweight,7

DEN,"Athletics Men's 3,000 metres Steeplechase",3

DEN,Sailing Men's Two Person Keelboat,4

DEN,Swimming Women's 200 metres Individual Medley,7

DEN,Rowing Women's Double Sculls,2

DEN,Athletics Women's Pole Vault,2

DEN,Weightlifting Men's Middle-Heavyweight,3

DEN,"Art Competitions Mixed Architecture, Designs For Town Planning",8

DEN,"Art Competitions Mixed Architecture, Architectural Designs",7

DEN,Sailing Men's One Person Heavyweight Dinghy,2

DEN,"Athletics Men's 3,500 metres Walk",2

DEN,Athletics Men's 10 mile Walk,2

DEN,Alpine Skiing Women's Giant Slalom,3

DEN,Alpine Skiing Women's Slalom,3

DEN,Archery Men's Team,6

DEN,"Wrestling Men's Welterweight, Freestyle",2

DEN,Swimming Women's 200 metres Butterfly,8

DEN,Swimming Women's 200 metres Backstroke,4

DEN,Swimming Women's 100 metres Butterfly,10

DEN,Diving Men's Plain High,5

DEN,Shooting Mixed Skeet,13

DEN,Judo Men's Half-Heavyweight,1

DEN,Sailing Women's One Person Dinghy,6

DEN,Athletics Men's 110 metres Hurdles,7

DEN,Swimming Men's 400 metres Individual Medley,1

DEN,"Equestrianism Mixed Jumping, Individual",4

DEN,Trampolining Men's Individual,3

DEN,"Wrestling Men's All-Around, Greco-Roman",1

DEN,"Weightlifting Men's Unlimited, One Hand",1

DEN,"Weightlifting Men's Unlimited, Two Hands",1

DEN,Gymnastics Men's Rope Climbing,1

DEN,"Shooting Men's Military Rifle, 200 metres",3

DEN,"Shooting Men's Free Rifle, Kneeling, 300 metres",5

DEN,"Shooting Men's Free Rifle, Prone, 300 metres",5

DEN,"Shooting Men's Free Rifle, Standing, 300 metres",5

DEN,"Wrestling Men's Bantamweight, Freestyle",1

DEN,Athletics Men's 20 kilometres Walk,4

DEN,Athletics Men's 5 mile,2

DEN,Speed Skating Men's 500 metres,1

DEN,"Athletics Women's 3,000 metres",1

DEN,Snowboarding Men's Giant Slalom,1

DEN,Golf Men's Individual,2

DEN,Sailing Men's Two Person Dinghy,6

DEN,Badminton Women's Singles,11

DEN,"Canoeing Men's Kayak Doubles, 500 metres",10

DEN,Swimming Men's 100 metres Breaststroke,3

DEN,Sailing Men's Skiff,4

DEN,Athletics Men's Standing High Jump,1

DEN,Athletics Men's Standing Long Jump,3

DEN,Athletics Men's Decathlon,4

DEN,"Tennis Men's Singles, Covered Courts",1

DEN,Athletics Men's 400 metres Hurdles,4

DEN,Golf Women's Individual,2

DEN,"Shooting Men's Military Rifle, Standing, 300 metres",5

DEN,"Shooting Men's Military Rifle, Standing, 300 metres, Team",5

DEN,"Shooting Men's Free Rifle, Prone, 600 metres",4

DEN,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",5

DEN,"Shooting Men's Rapid-Fire Pistol, 25 metres",10

DEN,Sailing Mixed Two Person Dinghy,2

DEN,Snowboarding Women's Boardercross,1

DEN,Swimming Men's Underwater Swimming,1

DEN,Cycling Men's Madison,4

DEN,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",5

DEN,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",5

DEN,"Cycling Women's Individual Pursuit, 3,000 metres",1

DEN,Table Tennis Men's Doubles,4

DEN,Swimming Men's 4 x 100 metres Medley Relay,4

DEN,Judo Men's Half-Lightweight,1

DEN,"Athletics Women's 3,000 metres Steeplechase",1

DEN,Cross Country Skiing Men's Sprint,1

DEN,Cross Country Skiing Men's 30 km Skiathlon,2

DEN,Boxing Men's Super-Heavyweight,1

DEN,"Shooting Men's Free Pistol, 30 metres",1

DEN,"Shooting Men's Military Pistol, 25 metres",1

DEN,"Shooting Men's Muzzle-Loading Pistol, 25 metres",1

DEN,"Art Competitions Mixed Literature, Epic Works",2

DEN,Rowing Men's Coxed Pairs (1 mile),3

DEN,Weightlifting Men's Heavyweight I,1

DEN,"Athletics Men's 3,000 metres Walk",2

DEN,Boxing Men's Light-Welterweight,4

DEN,Athletics Men's Javelin Throw,1

DEN,Swimming Women's 400 metres Individual Medley,6

DEN,Taekwondo Women's Flyweight,1

DEN,Rowing Men's Lightweight Double Sculls,8

DEN,"Athletics Women's 10,000 metres",1

DEN,Taekwondo Men's Featherweight,1

DEN,"Art Competitions Mixed Architecture, Unknown Event",1

DEN,Swimming Men's One Mile Freestyle,1

DEN,"Wrestling Men's Featherweight, Freestyle",2

DEN,Cycling Women's Points Race,1

DEN,"Cycling Women's Road Race, Individual",4

DEN,Table Tennis Women's Singles,1

DEN,Biathlon Men's 10 kilometres Sprint,1

DEN,Biathlon Men's 20 kilometres,1

DEN,Athletics Women's 400 metres Hurdles,3

DEN,"Speed Skating Men's 1,500 metres",2

DEN,"Speed Skating Men's 5,000 metres",2

DEN,"Speed Skating Men's 10,000 metres",2

DEN,Weightlifting Men's Heavyweight II,1

DEN,Modern Pentathlon Women's Individual,1

DEN,Figure Skating Women's Singles,1

DEN,Gymnastics Women's Individual All-Around,1

DEN,Gymnastics Women's Floor Exercise,1

DEN,Gymnastics Women's Horse Vault,1

DEN,Gymnastics Women's Uneven Bars,1

DEN,Gymnastics Women's Balance Beam,1

DEN,Cycling Women's Individual Time Trial,1

NED,Speed Skating Women's 500 metres,39

NED,"Speed Skating Women's 1,000 metres",43

NED,Athletics Women's 100 metres,25

NED,Athletics Women's 4 x 100 metres Relay,44

NED,Water Polo Men's Water Polo,170

NED,Hockey Women's Hockey,144

NED,Rowing Men's Lightweight Double Sculls,4

NED,Swimming Men's 100 metres Butterfly,12

NED,Swimming Men's 200 metres Butterfly,11

NED,Swimming Men's 4 x 100 metres Medley Relay,29

NED,Handball Women's Handball,14

NED,Rowing Women's Coxed Eights,72

NED,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",4

NED,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",10

NED,Rowing Women's Quadruple Sculls,16

NED,Athletics Women's Pentathlon,3

NED,Judo Men's Heavyweight,11

NED,Judo Men's Open Class,3

NED,Rowing Men's Coxless Pairs,30

NED,"Fencing Women's Foil, Individual",14

NED,Baseball Men's Baseball,92

NED,Gymnastics Women's Team All-Around,49

NED,Athletics Women's High Jump,9

NED,"Cycling Men's Mountainbike, Cross-Country",12

NED,Hockey Men's Hockey,274

NED,Cycling Men's 100 kilometres Team Time Trial,36

NED,Football Men's Football,111

NED,"Wrestling Men's Bantamweight, Greco-Roman",3

NED,Sailing Mixed Two Person Dinghy,6

NED,Rowing Men's Double Sculls,18

NED,Rowing Men's Coxed Eights,109

NED,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",1

NED,"Art Competitions Mixed Painting, Unknown Event",63

NED,"Art Competitions Mixed Painting, Paintings",39

NED,Badminton Mixed Doubles,8

NED,Judo Men's Half-Middleweight,8

NED,Rowing Men's Quadruple Sculls,24

NED,Archery Women's Individual,9

NED,"Canoeing Men's Kayak Singles, 500 metres",1

NED,"Canoeing Men's Kayak Singles, 1,000 metres",7

NED,"Canoeing Men's Kayak Fours, 1,000 metres",12

NED,Boxing Men's Lightweight,8

NED,Swimming Women's 100 metres Breaststroke,15

NED,Swimming Women's 4 x 100 metres Medley Relay,58

NED,"Speed Skating Women's 1,500 metres",45

NED,"Speed Skating Women's 3,000 metres",40

NED,Sailing Mixed Three Person Keelboat,31

NED,"Canoeing Women's Kayak Doubles, 500 metres",8

NED,"Cycling Men's Team Pursuit, 4,000 metres",82

NED,Sailing Mixed Two Person Keelboat,24

NED,"Art Competitions Mixed Architecture, Architectural Designs",14

NED,Cycling Men's Sprint,37

NED,"Cycling Men's Tandem Sprint, 2,000 metres",22

NED,"Wrestling Men's Middleweight, Greco-Roman",10

NED,Volleyball Women's Volleyball,35

NED,Rowing Men's Coxed Fours,45

NED,Swimming Men's 4 x 200 metres Freestyle Relay,47

NED,Diving Women's Springboard,18

NED,Triathlon Men's Olympic Distance,4

NED,Swimming Women's 4 x 100 metres Freestyle Relay,94

NED,Swimming Women's 200 metres Breaststroke,26

NED,Diving Women's Platform,4

NED,"Equestrianism Mixed Dressage, Individual",41

NED,"Equestrianism Mixed Dressage, Team",39

NED,Rowing Men's Coxless Fours,44

NED,Swimming Women's 400 metres Freestyle,28

NED,Speed Skating Men's 500 metres,65

NED,Bobsleigh Men's Four,12

NED,Athletics Men's 4 x 100 metres Relay,32

NED,Gymnastics Men's Individual All-Around,29

NED,Gymnastics Men's Team All-Around,35

NED,Gymnastics Women's Individual All-Around,34

NED,Gymnastics Women's Floor Exercise,35

NED,Gymnastics Women's Horse Vault,29

NED,Gymnastics Women's Uneven Bars,35

NED,Gymnastics Women's Balance Beam,35

NED,Softball Women's Softball,30

NED,Swimming Women's 100 metres Freestyle,48

NED,Modern Pentathlon Men's Individual,15

NED,Modern Pentathlon Men's Team,3

NED,Sailing Women's Skiff,2

NED,Taekwondo Men's Featherweight,1

NED,Tug-Of-War Men's Tug-Of-War,8

NED,Weightlifting Men's Middleweight,6

NED,"Cycling Women's Road Race, Individual",29

NED,Swimming Men's 100 metres Freestyle,28

NED,Volleyball Men's Volleyball,70

NED,Athletics Men's 100 metres,30

NED,Judo Men's Extra-Lightweight,4

NED,Athletics Men's 200 metres,27

NED,Snowboarding Women's Boardercross,1

NED,Swimming Men's 4 x 100 metres Freestyle Relay,33

NED,"Speed Skating Men's 5,000 metres",62

NED,"Speed Skating Men's 10,000 metres",56

NED,Sailing Women's Two Person Dinghy,12

NED,Ice Hockey Men's Ice Hockey,20

NED,Tennis Women's Singles,8

NED,Tennis Mixed Doubles,4

NED,Sailing Women's Three Person Keelboat,9

NED,"Fencing Men's epee, Team",40

NED,Tennis Men's Singles,19

NED,Tennis Men's Doubles,16

NED,Sailing Mixed 12 foot,5

NED,Athletics Women's Marathon,7

NED,Athletics Women's Long Jump,8

NED,Sailing Mixed One Person Dinghy,16

NED,"Cycling Men's 1,000 metres Time Trial",14

NED,Athletics Men's Triple Jump,8

NED,Athletics Women's 200 metres,15

NED,Athletics Women's 80 metres Hurdles,6

NED,"Wrestling Women's Flyweight, Freestyle",1

NED,"Canoeing Men's Kayak Doubles, 500 metres",8

NED,"Canoeing Men's Kayak Doubles, 1,000 metres",20

NED,Swimming Men's 200 metres Backstroke,12

NED,Speed Skating Men's Team Pursuit (8 laps),12

NED,"Speed Skating Men's 1,500 metres",68

NED,"Equestrianism Mixed Three-Day Event, Individual",16

NED,"Equestrianism Mixed Three-Day Event, Team",15

NED,Athletics Men's Pole Vault,7

NED,Boxing Men's Welterweight,8

NED,"Canoeing Men's Kayak Singles, 10,000 metres",3

NED,Athletics Women's Shot Put,5

NED,"Speed Skating Men's 1,000 metres",39

NED,Art Competitions Mixed Music,1

NED,Water Polo Women's Water Polo,25

NED,Beach Volleyball Men's Beach Volleyball,12

NED,"Shooting Men's Free Pistol, 50 metres",10

NED,"Shooting Men's Free Pistol, 50 metres, Team",10

NED,"Art Competitions Mixed Painting, Drawings And Water Colors",17

NED,"Art Competitions Mixed Sculpturing, Medals And Reliefs",5

NED,Tennis Women's Doubles,6

NED,Rowing Women's Coxless Pairs,8

NED,Athletics Men's 400 metres,16

NED,Athletics Men's 800 metres,21

NED,"Wrestling Men's Heavyweight, Greco-Roman",6

NED,Swimming Men's 200 metres Breaststroke,13

NED,Swimming Men's 400 metres Freestyle,11

NED,"Cycling Men's Road Race, Individual",87

NED,Cycling Men's Individual Time Trial,10

NED,Swimming Men's 100 metres Breaststroke,7

NED,Athletics Men's Long Jump,11

NED,Gymnastics Men's Horse Vault,8

NED,Gymnastics Men's Parallel Bars,12

NED,Gymnastics Men's Horizontal Bar,14

NED,Gymnastics Men's Rings,12

NED,Gymnastics Men's Pommelled Horse,11

NED,Sailing Mixed Multihull,16

NED,Rowing Women's Coxed Fours,10

NED,Rowing Women's Single Sculls,6

NED,Cycling Men's Team Sprint,10

NED,Rowing Men's Coxed Pairs,21

NED,Swimming Women's 100 metres Butterfly,21

NED,Cycling Men's Keirin,7

NED,Judo Women's Middleweight,7

NED,"Cycling Men's Team Pursuit, 1,980 yards",4

NED,"Cycling Men's 5,000 metres",5

NED,Cycling Men's 20 kilometres,4

NED,Cycling Men's 100 kilometres,3

NED,"Shooting Men's Air Rifle, 10 metres",6

NED,Swimming Women's 100 metres Backstroke,35

NED,Swimming Women's 200 metres Backstroke,13

NED,Judo Men's Half-Heavyweight,10

NED,"Fencing Women's Foil, Team",4

NED,Synchronized Swimming Women's Solo,6

NED,Synchronized Swimming Women's Duet,8

NED,Sailing Men's Windsurfer,7

NED,"Canoeing Men's Kayak Singles, Slalom",7

NED,"Shooting Men's Free Rifle, Three Positions, 300 metres",12

NED,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",16

NED,"Shooting Men's Free Rifle, Kneeling, 300 metres",5

NED,"Shooting Men's Free Rifle, Prone, 300 metres",5

NED,"Shooting Men's Free Rifle, Standing, 300 metres",5

NED,"Shooting Men's Military Rifle, Prone, 300 metres, Team",5

NED,"Shooting Men's Military Rifle, Prone, 600 metres, Team",5

NED,"Shooting Men's Military Rifle, Standing, 300 metres, Team",5

NED,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",5

NED,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",5

NED,Sailing Women's One Person Dinghy,6

NED,"Athletics Women's 1,500 metres",6

NED,Athletics Men's 5 mile,3

NED,Athletics Men's Marathon,32

NED,"Athletics Men's 3 mile, Team",3

NED,"Cycling Men's Road Race, Team",23

NED,Athletics Men's High Jump,7

NED,Athletics Men's Decathlon,18

NED,"Short Track Speed Skating Men's 5,000 metres Relay",4

NED,Swimming Women's 50 metres Freestyle,16

NED,Swimming Women's 200 metres Freestyle,16

NED,Swimming Women's 4 x 200 metres Freestyle Relay,21

NED,Boxing Men's Flyweight,7

NED,Athletics Men's 110 metres Hurdles,12

NED,Bobsleigh Women's Two,12

NED,Athletics Women's Heptathlon,12

NED,Art Competitions Mixed Architecture,8

NED,Athletics Men's 4 x 400 metres Relay,8

NED,"Shooting Men's Free Pistol, 50 yards",6

NED,"Fencing Men's Foil, Individual",26

NED,"Fencing Men's Foil, Team",20

NED,"Fencing Men's epee, Individual",54

NED,"Fencing Men's Sabre, Individual",42

NED,"Equestrianism Mixed Jumping, Individual",35

NED,"Equestrianism Mixed Jumping, Team",36

NED,Badminton Women's Doubles,10

NED,"Shooting Men's Rapid-Fire Pistol, 25 metres",6

NED,Cycling Women's Individual Time Trial,11

NED,"Wrestling Men's Lightweight, Greco-Roman",9

NED,Swimming Women's 800 metres Freestyle,7

NED,"Art Competitions Mixed Sculpturing, Unknown Event",12

NED,Swimming Women's 200 metres Butterfly,6

NED,Athletics Men's Discus Throw,10

NED,Triathlon Women's Olympic Distance,9

NED,"Equestrianism Men's Dressage, Individual",7

NED,"Equestrianism Men's Dressage, Team",6

NED,Archery Men's Individual,16

NED,Archery Men's Team,12

NED,Sailing Mixed 6.5 metres,3

NED,Sailing Mixed 6 metres,13

NED,"Cycling Men's Individual Pursuit, 4,000 metres",10

NED,Weightlifting Men's Heavyweight,6

NED,Badminton Women's Singles,8

NED,"Equestrianism Men's Three-Day Event, Individual",19

NED,"Equestrianism Men's Three-Day Event, Team",16

NED,"Equestrianism Men's Jumping, Individual",9

NED,"Equestrianism Men's Jumping, Team",9

NED,Athletics Women's 400 metres Hurdles,2

NED,Rowing Women's Coxed Quadruple Sculls,5

NED,Weightlifting Men's Featherweight,3

NED,Swimming Men's 100 metres Backstroke,16

NED,Sailing Men's Two Person Dinghy,12

NED,Gymnastics Women's Team Portable Apparatus,8

NED,Art Competitions Mixed Painting,24

NED,Athletics Women's Javelin Throw,4

NED,Diving Men's Platform,4

NED,Boxing Men's Heavyweight,7

NED,"Shooting Men's Free Pistol, 50 yards, Team",4

NED,"Archery Men's Target Archery, 28 metres, Team",8

NED,Athletics Women's Discus Throw,10

NED,Athletics Men's Shot Put,4

NED,Swimming Men's 200 metres Freestyle,20

NED,Shooting Men's Trap,9

NED,"Shooting Men's Trap, Team",13

NED,Sailing Women's Windsurfer,3

NED,"Shooting Men's Free Rifle, Prone, 600 metres",4

NED,Rowing Men's Lightweight Coxless Fours,20

NED,Rowing Women's Double Sculls,12

NED,"Fencing Men's Sabre, Team",43

NED,"Fencing Men's Sabre, Individual, Three Hits",7

NED,Snowboarding Men's Halfpipe,3

NED,Sailing Mixed Two Person Heavyweight Dinghy,17

NED,"Speed Skating Women's 5,000 metres",21

NED,Athletics Men's Pentathlon,1

NED,Judo Women's Half-Heavyweight,6

NED,"Short Track Speed Skating Women's 3,000 metres Relay",21

NED,Short Track Speed Skating Women's 500 metres,15

NED,Figure Skating Women's Singles,8

NED,"Swimming Men's 1,500 metres Freestyle",7

NED,Boxing Men's Bantamweight,5

NED,Boxing Men's Featherweight,7

NED,"Athletics Men's 1,500 metres",18

NED,Freestyle Skiing Men's Aerials,1

NED,Sailing Mixed 5.5 metres,3

NED,Cycling Men's BMX,9

NED,Sailing Mixed 8 metres,6

NED,Bobsleigh Men's Two,14

NED,Athletics Women's 4 x 400 metres Relay,4

NED,Snowboarding Women's Parallel Giant Slalom,5

NED,Snowboarding Women's Parallel Slalom,2

NED,Boxing Men's Middleweight,9
